Gene_ID	Gene_Name	Sample_1	Sample_10	Sample_11	Sample_12	Sample_2	Sample_3	Sample_4	Sample_5	Sample_6	Sample_7	Sample_8	Sample_9
ENSG00000252996.1	RNU6-1315P	0	0	0.082499	0.1439	0.158582	0.084565	0	0.199942	0	0	0	0
ENSG00000252998.1	RNU6-889P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252999.1	RNA5SP380	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253000.1	RNU1-45P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253001.1	RN7SKP105	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253003.1	RNU6-1261P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253005.1	RNU6-176P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253006.1	RN7SKP283	0	0	0	0	0.021144	0	0	0.102919	0	0	0	0
ENSG00000253007.2	SNORA50B	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253008.2	MIR2355	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253010.1	RN7SKP256	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253013.1	ENSG00000253013	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253015.1	RN7SKP64	0.275522	0.298418	0.22134	0.229379	0.066236	0.003481	0.271796	0.233269	0.398925	0.05446	0.23825	0.235897
ENSG00000253016.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253019.1	RN7SKP35	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253020.2	RN7SKP40	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253021.1	RNU6-902P	0	0.021986	0.151249	0	0	0	0.134727	0	0	0	0	0
ENSG00000253022.1	RNU6-731P	0	0	0	0	0	0	0.175145	0	0.284445	0.680845	0.064002	0
ENSG00000253023.1	RNU7-156P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253024.1	RNU6-1238P	0.014393	0.307802	0.151249	0.263328	0.143033	0	0.099592	0.190329	0.342283	0.158662	0.151153	0.059546
ENSG00000253025.1	RNU2-12P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253026.1	RNU6-464P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253027.1	SNORA70	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253028.1	ENSG00000253028	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253030.1	MIR2116	0.556664	0.207766	0.302498	0.185494	0.184349	0.278267	0.205796	0.737526	0.261847	0.019084	0.219172	0.132038
ENSG00000253031.1	RNA5SP291	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253032.1	RNU6-299P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253035.1	RNU4ATAC5P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253038.1	RNU6-706P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253039.1	RNA5SP47	0.32625	0.153901	0	0.065348	0	0	0.062667	0	0	0	0	0.077527
ENSG00000253040.1	RNA5SP454	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253041.1	ENSG00000253041	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253042.1	SNORA70	0.123035	0.022172	0	0.29679	0	0.011287	0.05195	0	0	0	0.134501	0.334571
ENSG00000253043.1	RNU7-181P	0	0	0.151249	0	0	0.190268	0	0	0	0	0	0.264076
ENSG00000253047.1	ENSG00000253047	0.575656	0.583806	1.089992	0.288205	0.049802	0.314492	0.350291	0.489193	0.170613	0.262449	0.2336	0.648186
ENSG00000253048.1	RNU4-60P	0.125667	0	0.061622	0.450681	0	0	0	0	0.151795	0.256719	0.107487	0.82157
ENSG00000253049.1	ENSG00000253049	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253051.1	SNORA31B	4.80E-05	3.70E-05	1.60E-05	5.30E-05	0.000142	0.000807	0.000355	0.000297	0.000189	0.00028	3.90E-05	3.70E-05
ENSG00000253053.1	RN7SKP289	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253054.1	RNU7-77P	0	0.461703	0.299977	0	0.15858	0.380536	0	0	0	0	0.151153	0
ENSG00000253055.1	RNA5SP415	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253056.1	RNU7-128P	0.305202	0	0	0.148395	0.15858	0	0.025424	0.570988	1.062566	0.610698	0.302306	0
ENSG00000253057.1	RN7SKP57	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253058.1	RNA5SP437	0	0	0	0	0	0.190268	0	0.202133	0.498924	0	0.134749	0
ENSG00000253059.1	ENSG00000253059	0	0	0	0.033578	0	0.083329	0.175145	0	0	0.061293	0.134603	0
ENSG00000253060.1	ENSG00000253060	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253063.1	RNU6-494P	0	0	0	0	0	0	0	0	0	0.139103	0	0
ENSG00000253064.1	RNU6-711P	0	0.255534	0.151249	0	0.157084	0	0	0	0	0.141152	0	0
ENSG00000253065.1	ENSG00000253065	0	0	0	0	0	0	0.170576	0	0	0	0	0
ENSG00000253066.1	RNU6-709P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253067.1	ENSG00000253067	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253070.1	RNU6-794P	0	0	0	0.141439	0	0	0	0	0	0	0	0
ENSG00000253072.1	ENSG00000253072	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253073.1	RN7SKP295	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253074.1	RNU6-586P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253075.1	RN7SKP92	0.149086	0	0	0	0	0	0	0	0.105137	0.215872	0	0
ENSG00000253077.1	RNA5SP169	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253078.1	RNU6-1116P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253079.1	NRON	0	0.062392	0	0	0	0	0	0	0	0.086653	0	0
ENSG00000253080.1	RNA5SP373	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253081.1	RNU4ATAC17P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253083.1	RNA5SP106	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253084.3	RNU6-840P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253085.1	ENSG00000253085	0	0.153901	0	0	0	0	0.066016	0	0.010509	0	0	0
ENSG00000253086.1	RNU6-537P	0	0	0	0.106614	0	0	0	0.060979	0	0.305349	0	0
ENSG00000253087.1	RNU6-1174P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253088.1	Y_RNA	0	0	0.079605	0	0	0	0	0.086817	0	0	0.116679	0
ENSG00000253089.1	RNU1-104P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253090.2	SNORA73	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253092.1	ENSG00000253092	0.32625	0.556531	1.052631	1.195403	0.636721	0.242159	0.086688	0.727673	0.277525	0.572915	1.321443	0.852245
ENSG00000253093.1	RNA5SP179	0	0.195874	0.0225	0	0	0.190268	0.453062	0.055054	0.232084	0	0.097437	0.129856
ENSG00000253094.1	SNORD36	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253096.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253097.1	RNU2-19P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253098.1	RNU7-161P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253099.1	RNU2-60P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253100.2	ENSG00000253100	0	0	0	0	0	0	0.029279	0	0	0	0	0
ENSG00000253102.1	ENSG00000253102	0.470115	0.395877	0.278373	0.206657	0.465133	0.322099	0.321538	0.417203	0.224415	0.066107	0.172551	0.172983
ENSG00000253103.2	LINC01609	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253104.1	ENSG00000253104	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253105.6	ENSG00000253105	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253106.1	ENSG00000253106	0.417747	0.54598	0.452862	0.415139	0.382139	0.491618	0.310865	0.389257	0.43039	0.427793	0.576101	0.580354
ENSG00000253107.1	ENSG00000253107	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253108.1	ENSG00000253108	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253109.1	RPL12P22	0	0	0	0.069352	0	0	0	0	0	0	0	0
ENSG00000253110.1	ENSG00000253110	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253111.2	ENSG00000253111	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253112.1	ENSG00000253112	0.157514	0.114575	0.123377	0.117403	0.081433	0.107522	0	0.234287	0.248765	0.075024	0.296735	0.109653
ENSG00000253114.2	ENSG00000253114	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253115.1	ENSG00000253115	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253116.1	ENSG00000253116	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253117.5	OC90	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253118.1	ENSG00000253118	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253119.1	HNRNPA3P7	0	0.048803	0.027574	0.148848	0	0	0.022473	0.035663	0.064304	0	0	0.027698
ENSG00000253120.1	IGLV2-34	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253121.1	ENSG00000253121	0	0.025612	0.107938	0.066299	0	0	0	0	0.192304	0.070043	0	0
ENSG00000253122.1	ENSG00000253122	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253123.4	ENSG00000253123	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253124.1	TRAPPC2P2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253125.1	ENSG00000253125	0.026821	0	0	0	0	0.045291	0	0	0.044887	0	0	0.024221
ENSG00000253126.1	IGLVI-56	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253127.1	IGKV2D-36	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253130.2	ENSG00000253130	0	0.136279	0.046457	0.044158	0	0	0.037597	0.173288	0.143215	0	0	0
ENSG00000253131.1	IGHV7-56	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253132.1	IGHV3-62	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253133.2	GPAT4-AS1	0.053935	0.0716	0.08855	0.319517	0.072519	0.049868	0.388196	0.176484	0.150881	0.103394	0.033526	0.034317
ENSG00000253134.1	ENSG00000253134	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253135.1	ENSG00000253135	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253137.1	PSMC2P2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253138.5	LINC00967	0	0	0	0	0	0	0	0	0.020516	0.015654	0	0
ENSG00000253139.1	ENSG00000253139	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253140.2	LINC02947	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253141.2	ENSG00000253141	0	0.01857	0.022833	0	0	0	0.014764	0	0	0	0.020737	0.015859
ENSG00000253142.1	ENSG00000253142	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253143.3	ENSG00000253143	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253144.1	ENSG00000253144	0	0	0.00481	0.006483	0	0	0	0	0	0	0	0
ENSG00000253146.1	CIR1P1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253147.5	LINC03023	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253148.1	RGS21	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253149.3	IGHVII-28-1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253152.1	IGLV3-17	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253153.1	ENSG00000253153	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253154.4	ENSG00000253154	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253155.1	ENSG00000253155	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253156.1	H2AZP7	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253158.1	IGKV3-31	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253159.3	PCDHGA12	0.003097	0.017529	0.070055	0.050366	0.071441	0	0.020281	0	0.009278	0	0.027889	0.002958
ENSG00000253160.1	ENSG00000253160	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253161.7	LINC01605	0.011804	0	0	0	0	0	0	0	0.025124	0	0	0
ENSG00000253162.1	ENSG00000253162	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253163.1	ENSG00000253163	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253164.5	ENSG00000253164	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253165.1	ENSG00000253165	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253166.2	ENSG00000253166	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253167.1	WASHC5-AS1	0.26058	0.140158	0.273188	0.226934	0.226257	0.284847	0.258721	0.271244	0.375459	0	0.175781	0.141834
ENSG00000253168.1	ENSG00000253168	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253169.2	IGHVII-65-1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253170.1	ENSG00000253170	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253171.1	ENSG00000253171	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253172.1	ENSG00000253172	0	0.092684	0	0	0.057537	0	0	0	0	0.024924	0	0
ENSG00000253173.3	H2AZP2	0.039714	0	0	0	0	0	0	0	0.013113	0.010391	0.011079	0
ENSG00000253174.2	ENSG00000253174	0.274687	0.930066	0.622076	0.83061	0.155446	0.141503	0.631438	0.500622	0.591847	0.127888	0.044761	0.139844
ENSG00000253175.1	ENSG00000253175	0	0.160057	0.056063	0.018995	0	0	0	0	0	0.102597	0	0.045773
ENSG00000253176.3	ENSG00000253176	0	0	0	0	0	0	0	0	0.040225	0	0	0
ENSG00000253177.2	ENSG00000253177	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253178.1	ENSG00000253178	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253179.1	CALCP	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253180.1	ENSG00000253180	0	0.166609	0.309783	0.053776	0.196042	0.200741	0.069496	0	0.136476	0.255484	0.435085	0.208656
ENSG00000253181.2	ENSG00000253181	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253182.1	LINC02948	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253183.1	ENSG00000253183	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253184.1	ENSG00000253184	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253186.2	ENSG00000253186	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253187.2	HOXA10-AS	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253188.1	TRBV6-7	0	0.14048	0	0	0	0	0	0	0	0	0	0
ENSG00000253189.1	ENSG00000253189	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253190.4	ENSG00000253190	0.032681	0.138149	0.262517	0.341982	0.143864	0.229312	0.262066	0.256029	0.214683	0.196209	0.107632	0.074019
ENSG00000253191.1	IGKV1D-32	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253194.2	ENSG00000253194	0.030416	0.008637	0.032085	0.026816	0.022566	0.012927	0.012656	0.025756	0	0.027235	0.025531	0.014742
ENSG00000253195.2	ENSG00000253195	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253196.3	ENSG00000253196	0	0	0	0	0	0	0	0	0	0	0.047511	0.052535
ENSG00000253197.5	ENSG00000253197	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253198.1	ENSG00000253198	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253199.2	LINC02153	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253200.1	ENSG00000253200	2.167253	1.601188	1.35776	2.075207	2.105183	1.631889	1.836431	2.254509	2.109606	1.468064	1.124049	1.3454
ENSG00000253202.1	IGKV3-25	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253203.7	GUSBP3	0	0.289477	0.441435	0	0	0	0	0	0.363841	0	0	0
ENSG00000253204.1	ENSG00000253204	0	0	0	0.066132	0.055158	0.227494	0.043786	0.192398	0	0	0	0
ENSG00000253205.6	ENSG00000253205	0	0	0	0	0	0	0	0	0.023619	0	0	0
ENSG00000253206.1	ENSG00000253206	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253207.3	ENSG00000253207	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253208.1	PSME2P5	0.0277	0.092534	0.152581	0.162394	0.04528	0	0.051552	0.323201	0.218623	0.06299	0.025667	0
ENSG00000253209.1	IGHV3-65	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253210.4	DENND3-AS1	0.768882	1.828042	1.973839	2.166947	0.451729	0.491591	1.457619	0.958496	1.389327	1.126919	0.617921	1.20593
ENSG00000253213.1	USP12P1	0.240671	0.282037	0.227212	0.267164	0.203158	0.153475	0.342451	0.254567	0.341097	0.046472	0.239247	0.099294
ENSG00000253214.3	ENSG00000253214	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253215.1	ENSG00000253215	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253216.1	ENSG00000253216	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253217.1	ENSG00000253217	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253218.1	KLF3P1	0	0	0.107147	0.175402	0	0	0.048328	0.086598	0.026438	0	0.042447	0
ENSG00000253219.1	KRT18P41	0.00281	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253220.2	ENSG00000253220	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253223.1	ENSG00000253223	0	0.033059	0.034773	0	0.017071	0	0.060316	0.020674	0.057376	0.015468	0	0
ENSG00000253224.1	PGAM5P1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253225.1	ENSG00000253225	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253226.1	HAUS1P3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253227.2	ENSG00000253227	0	0	0.054826	0.141184	0.020558	0	0	0	0.046714	0	0	0
ENSG00000253228.1	NRBF2P4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253229.1	HIGD1AP6	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253230.11	MIR124-1HG	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253231.1	COX6CP8	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253232.1	ENSG00000253232	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253233.1	ENSG00000253233	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253234.1	IGLV2-5	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253235.2	ENSG00000253235	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253236.2	LINC02143	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253237.2	ENSG00000253237	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253238.3	ENSG00000253238	0.030217	0	0	0	0.034434	0	0.028515	0.019419	0	0	0	0
ENSG00000253239.1	IGLVI-70	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253240.1	IGHV3-36	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253241.1	IGHV3-50	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253242.1	IGLVIV-64	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253244.1	ENSG00000253244	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253245.2	MTND1P36	0	0	0.047023	0	0	0	0	0	0	0	0	0
ENSG00000253247.1	IGHV3-76	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253250.3	C8orf88	0.107254	0.373597	0.188435	0.118976	0.206565	0.061736	0.384625	0.168466	0.128839	0	0.074586	0.130882
ENSG00000253251.3	SHLD3	4.053799	3.385119	2.973611	2.749544	4.025355	4.331919	4.041047	3.123677	4.782497	1.616623	1.741491	2.119753
ENSG00000253252.2	ENSG00000253252	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253256.1	ENSG00000253256	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253257.1	MTND4P7	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253258.1	FAM83A-AS2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253259.1	ENSG00000253259	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253260.2	ENSG00000253260	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253261.1	ENSG00000253261	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253262.1	ENSG00000253262	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253263.1	ENSG00000253263	0	0	0.104427	0.127514	0	0	0.07755	0.259962	0	0	0.126481	0.009909
ENSG00000253265.1	IGKV2-14	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253266.1	ENSG00000253266	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253267.5	DLGAP2-AS1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253269.1	ENSG00000253269	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253270.1	ENSG00000253270	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253271.2	ENSG00000253271	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253273.2	ENSG00000253273	0.045391	0.010921	0.013152	0	0	0	0	0	0.074672	0	0	0
ENSG00000253274.1	IGHV1-67	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253275.1	ENSG00000253275	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253276.5	CCDC71L	16.747226	13.72952	15.356484	13.786225	17.425356	16.97214	10.078424	9.915119	9.499044	32.404703	27.417938	32.037898
ENSG00000253278.1	IGKV2-10	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253279.6	LINC02209	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253280.1	ENSG00000253280	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253281.7	ENSG00000253281	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253282.1	ENSG00000253282	0	0.203166	0.188699	0.060698	0	0.061167	0.240795	0	0	0	0	0.107653
ENSG00000253283.1	ENSG00000253283	0	0	0	0	0	0	0	0	0.039806	0	0	0
ENSG00000253284.2	ENSG00000253284	0.014827	0.011034	0.036922	0.055879	0.013943	0	0.036295	0.003525	0	0.004468	0.059357	0.025595
ENSG00000253286.6	ENSG00000253286	0	0	0	0	0	0	0.181334	0	0	0	0	0
ENSG00000253287.1	ENSG00000253287	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253288.2	ENSG00000253288	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253290.1	ENSG00000253290	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253291.1	TRBV7-7	0	0	0	0.089807	0	0	0	0	0	0.035639	0	0.055555
ENSG00000253292.1	MIOXP1	0	0	0	0	0	0	0	0	0	0	0	0.023561
ENSG00000253293.6	HOXA10	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253294.1	IGHVII-40-1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253295.2	ENSG00000253295	0.024937	0.022589	0	0.044802	0	0	0	0.021123	0.105423	0.050858	0	0.028992
ENSG00000253297.1	ENSG00000253297	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253298.2	LINC01845	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253299.1	UFM1P3	0	0	0.083097	0	0	0	0.097611	0.024073	0.009	0	0	0
ENSG00000253300.2	ENSG00000253300	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253301.6	LINC01606	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253302.1	STAU2-AS1	0.042117	0.043688	0.139092	0	0	0	0.044461	0.067072	0	0	0	0.057492
ENSG00000253303.1	IGHVIII-82	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253304.2	TMEM200B	0.0668	0.323748	0.39964	0.489307	0.175507	0.108553	0.487103	0.321741	0.35576	0.295374	0.473103	0.277897
ENSG00000253305.3	PCDHGB6	0.009112	0.037698	0.014333	0.009579	0.052733	0	0.044538	0.052164	0.008578	0.007134	0.018364	0.021351
ENSG00000253307.1	ENSG00000253307	0.462256	0.255145	0.057147	0.383135	0.107291	0.174452	0.109852	0.254571	0.153325	0.174595	0.23758	0.159587
ENSG00000253308.2	ENSG00000253308	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253309.7	SERPINE3	0.085991	0.026358	0.019746	0.05512	0.026611	0.02753	0	0.065225	0.023721	0.094018	0.014633	0
ENSG00000253310.1	IGHVIII-76-1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253311.3	LINC01847	0	0	0	0	0	0	0.00731	0	0.007585	0	0	0
ENSG00000253312.1	ENSG00000253312	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253313.6	C1orf210	0	0	0	0	0	0	0	0	0.048419	0	0.03021	0
ENSG00000253314.7	LINC00293	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253315.1	LINC01932	0	0.160616	0.067046	0	0.082473	0	0	0	0	0	0	0
ENSG00000253317.1	ENSG00000253317	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253318.1	TMCC1P1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253319.1	ENSG00000253319	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253320.7	MAILR	0.336463	1.240059	1.499554	0.844656	0.87928	0.463014	0.699636	0.343216	0.74536	1.065699	1.411996	0.560464
ENSG00000253321.1	ENSG00000253321	0	0.057309	0	0	0	0	0	0.093834	0	0	0	0
ENSG00000253322.1	ENSG00000253322	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253325.1	IGHV7-34-1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253326.2	ENSG00000253326	0.019773	0.000858	0.018009	0.04774	0	0	0.000776	0.002606	0.000367	0.037155	0	0
ENSG00000253327.2	RAD21-AS1	0.162845	0.274662	0.246781	0.196601	0.235956	0.171857	0.195153	0.13747	0.162488	0.146475	0.153175	0.239453
ENSG00000253328.2	SUMO2P19	0.13603	0	0.414781	0.238941	0.23115	0	0	0.208394	0.079242	0.613803	0.917678	1.178495
ENSG00000253329.1	IGLV3-30	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253330.1	ENSG00000253330	0.285763	0.326415	0.461118	0.586079	0.104622	0.217228	0.412888	0.372585	0.169468	0.144407	0.090583	0.131085
ENSG00000253331.1	ENSG00000253331	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253332.1	RPL7AP80	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253333.1	ENSG00000253333	0.148938	0.365295	0.332438	0.401288	0	0.261851	0.226021	0.243682	0.308412	0.143784	0.121076	0.202015
ENSG00000253334.1	ENSG00000253334	0.030784	0.213146	0.052517	0.161266	0.041859	0	0.1513	0.004457	0.165955	0.069027	0.220004	0
ENSG00000253335.1	ENSG00000253335	0.0868	0.088952	0.049121	0.295156	0.119589	0.051669	0.131118	0.093244	0.01504	0.158277	0.293431	0.175405
